Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_003344925.1	ASM334492v1	Flavobacterium arcticum	2970356	2691	2624	10
GCF_014898175.1	ASM1489817v1	Bifidobacterium lemurum	2965103	2386	2285	40
GCF_011047135.1	ASM1104713v1	Microbacterium endophyticum	2916114	2762	2695	12
GCF_002356555.2	HH1059_assembly_1.0	Halorhodospira halochloris	2834560	2590	2494	40
GCF_004293625.1	ASM429362v1	Thiomicrorhabdus indica	2829883	2490	2418	9
GCF_003589745.1	ASM358974v1	Lachnoanaerobaculum umeaense	2810441	2626	2509	48
GCF_028553745.1	ASM2855374v1	Paracoccus seriniphilus	4261722	4084	3923	100
GCF_008838325.1	ASM883832v1	Tepidiforma bonchosmolovskayae	2746948	2747	2689	5
GCF_003606365.2	ASM360636v2	Companilactobacillus zhachilii	2714973	2546	2436	38
GCF_028743495.1	ASM2874349v1	Allobacillus halotolerans	2700297	2770	2670	19
GCF_003019255.1	ASM301925v1	Staphylococcus kloosii	2639038	2648	2539	22
GCF_028609865.1	ASM2860986v1	Corynebacterium jeddahense	2567696	2452	2333	53
GCF_011046975.1	ASM1104697v1	Microbacterium amylolyticum	2588344	2507	2381	70
GCF_902702935.1	FRC0190	Corynebacterium rouxii	2451019	2374	2228	76
GCF_014058425.1	ASM1405842v1	Companilactobacillus pabuli	2497143	2438	2349	19
GCF_028609845.1	ASM2860984v1	Corynebacterium heidelbergense	2329978	2094	2009	21
GCF_013201705.1	ASM1320170v1	Aliarcobacter faecis	2448998	2447	2364	16
GCF_016767175.1	ASM1676717v1	Keratinibaculum paraultunense	2307997	2268	2187	10
GCF_011207455.1	ASM1120745v1	Thermosulfuriphilus ammonigenes	2287345	2242	2183	4
GCF_017310505.1	ASM1731050v1	Methylacidiphilum caldifontis	2254698	2071	2003	16
GCF_008806995.1	ASM880699v1	Neisseria animalis	2236930	2086	1988	19
GCF_003574215.1	ASM357421v1	Hydrogenophilus thermoluteolus	2288780	2231	2148	21
GCF_014541205.1	ASM1454120v1	Mannheimia bovis	2155161	2134	2040	9
GCF_020889625.1	ASM2088962v1	Deinococcus radiophilus	2827165	2840	2725	54
GCF_003290445.1	ASM329044v1	Francisella adeliensis	2054094	1969	1900	16
GCF_004299785.2	ASM429978v2	Arcobacter porcinus	2018219	2097	2032	3
GCF_029632765.1	ASM2963276v1	Arcanobacterium wilhelmae	2015622	1775	1704	12
GCF_013177655.1	ASM1317765v1	Campylobacter canadensis	1923009	1893	1808	30
GCF_005083985.2	ASM508398v2	Caminibacter pacificus	1871566	2038	1968	7
GCF_013372205.1	ASM1337220v1	Campylobacter mucosalis	1773478	1856	1790	14
GCF_012222965.1	ASM1222296v1	Allofrancisella inopinata	1750491	1628	1550	27
GCF_024397795.1	ASM2439779v1	Lactobacillus intestinalis	2038712	1924	1807	43
GCF_013201645.1	ASM1320164v1	Campylobacter corcagiensis	1694495	1789	1725	11
GCF_013201605.1	ASM1320160v1	Campylobacter ornithocola	1644930	1673	1594	21
GCF_013372105.1	ASM1337210v1	Campylobacter armoricus	1642612	1672	1595	19
GCF_004359375.1	ASM435937v1	Acetilactobacillus jinshanensis	1616430	1602	1504	10
GCF_019357495.1	ASM1935749v1	Nosocomiicoccus ampullae	1551959	1612	1529	17
GCF_008245045.1	ASM824504v1	Campylobacter volucris	1532062	1589	1512	19
GCF_900660495.1	50648_F01-3	Mycoplasmopsis gallinacea	1074838	837	777	18
GCF_024918975.1	ASM2491897v1	Mycoplasma cottewii	1016659	897	831	27
GCF_033546915.1	ASM3354691v1	Mycoplasmopsis verecunda	946797	730	685	3
GCF_006228185.1	ASM622818v1	Mycoplasma nasistruthionis	803230	671	625	5
GCF_008704715.1	ASM870471v1	Streptomyces chartreusis	9912098	8688	8512	82
GCF_019397265.1	ASM1939726v1	Nonomuraea coxensis DSM 45129	9073954	8555	8386	93
GCF_034479515.1	ASM3447951v1	Duganella zoogloeoides	6321842	5538	5380	43
GCF_019456675.1	ASM1945667v1	Mycolicibacterium pallens	6093551	5982	5795	131
GCF_022374875.2	ASM2237487v3	Mycolicibacterium rufum	6107383	5907	5752	99
GCF_016725645.1	ASM1672564v1	Sphingobacterium spiritivorum	5138280	4358	4277	8
GCF_001941975.2	SSP	Sporomusa sphaeroides DSM 2875	5015343	4695	4526	22
GCF_900478115.1	50618_D02	Rhodococcus coprophilus	4579834	4236	4121	49
GCF_025148285.1	ASM2514828v1	Marvinbryantia formatexigens DSM 14469	4577574	4270	4146	54
GCF_019285775.1	ASM1928577v1	Skermania piniformis	4230116	3922	3817	51
GCF_003967075.1	ASM396707v1	Sphingobium amiense	4773922	4668	4532	75
GCF_025151995.1	ASM2515199v1	Ruminococcus gauvreauii	4145839	3874	3741	54
GCF_025215495.1	ASM2521549v1	Mycolicibacterium brumae	3988920	3853	3719	77
GCF_024347055.1	ASM2434705v1	Vibrio porteresiae DSM 19223	5501118	4984	4794	33
GCF_025152575.1	ASM2515257v1	Subdoligranulum variabile	3244954	3073	2972	25
GCF_028743515.2	ASM2874351v2	Imtechella halotolerans	3113111	2744	2679	10
GCF_003610015.1	ASM361001v1	Zymobacter palmae	3028543	2685	2575	7
GCF_009664085.1	ASM966408v1	Thermochromatium tepidum ATCC 43061	2958290	2729	2627	40
GCF_022749495.1	ASM2274949v1	Neisseria macacae ATCC 33926	2801968	2667	2523	66
GCF_003544935.1	ASM354493v1	Malaciobacter molluscorum LMG 25693	2800582	2791	2709	5
GCF_004803795.1	ASM480379v1	Campylobacter rectus	2571679	2502	2374	68
GCF_016725245.1	ASM1672524v1	Mammaliicoccus vitulinus	2543530	2528	2428	17
GCF_000011565.2	ASM1156v2	Candidatus Protochlamydia amoebophila UWE25	2438912	1976	1853	74
GCF_020162295.1	ASM2016229v1	Alysiella filiformis DSM 16848	2432066	2386	2276	27
GCF_013372265.1	ASM1337226v1	Aliarcobacter cibarius	2336659	2342	2259	10
GCF_028609805.1	ASM2860980v1	Corynebacterium massiliense DSM 45435	2237865	2056	1958	32
GCF_900475315.1	43721_G02	Neisseria cinerea	1832904	1828	1710	43
GCF_005843985.1	ASM584398v1	Caminibacter mediatlanticus TB-2	1685887	1816	1748	5
GCF_013388295.1	ASM1338829v1	Bartonella alsatica	1659117	1399	1287	60
GCF_900476215.1	51342_F02	Helicobacter mustelae	1576607	1460	1394	19
GCF_900660575.1	51342_D01-3	Mycoplasmopsis pulmonis	962791	799	756	7
GCF_900660525.1	50861_G01-3	Mycoplasmopsis bovigenitalium	841512	740	694	6
GCF_021496725.1	ASM2149672v1	Spiroplasma platyhelix PALS-1	744499	707	672	2
GCF_900660435.1	50465_D02-3	Metamycoplasma orale	806218	734	670	23
GCF_900660445.2	GCA_900660445	Metamycoplasma salivarium	728347	653	605	9
GCF_003269445.1	ASM326944v1	Metamycoplasma cloacale	659552	583	542	3
GCF_010731575.1	ASM1073157v1	Mycolicibacterium monacense	6042466	5849	5697	95
GCF_022557255.1	ASM2255725v1	Pseudomonas syringae pv. tagetis	6083305	5501	5265	153
GCF_013177315.1	ASM1317731v1	Thermoleptolyngbya sichuanensis A183	5525100	4617	4474	88
GCF_006740045.1	ASM674004v1	Comamonas terrigena NBRC 13299	4673011	4245	4082	56
GCF_015097275.1	ASM1509727v1	Coprobacter secundus subsp. similis	4171466	3289	3172	36
GCF_019669985.1	ASM1966998v1	Methylogaea oryzae	4018824	3594	3524	7
GCF_003568825.1	ASM356882v1	Pseudoalteromonas tunicata	4967522	4360	4182	31
GCF_000306675.2	ASM30667v3	Leptospira mayottensis 200901116	4216282	3700	3412	244
GCF_024347275.1	ASM2434727v1	Amphritea japonica	3880036	3569	3468	5
GCF_003030465.1	ASM303046v1	Thauera aromatica K172	3711792	3505	3386	44
GCF_006542645.1	Aond_1.0	Alistipes onderdonkii subsp. vulgaris	3507492	2974	2885	32
GCF_018324105.1	ASM1832410v1	Acinetobacter bouvetii	3399245	3221	3062	47
GCF_030408815.1	ASM3040881v1	Corynebacterium freiburgense	2962293	2672	2587	15
GCF_025152405.1	ASM2515240v1	[Ruminococcus] lactaris ATCC 29176	2733858	2576	2431	72
GCF_007990525.1	ASM799052v1	Leptotrichia hofstadii	2604381	2544	2460	18
GCF_016728665.1	ASM1672866v1	Corynebacterium propinquum	2480127	2228	2124	46
GCF_002849895.1	ASM284989v1	Companilactobacillus alimentarius DSM 20249	2401923	2349	2256	23
GCF_007990505.1	ASM799050v1	Pseudoleptotrichia goodfellowii	2290729	2261	2183	17
GCF_900636885.1	44927_H01	Streptococcus urinalis	2144000	2235	2021	122
GCF_014054725.1	ASM1405472v1	Conchiformibius steedae	2205122	2167	2073	20
GCF_900476035.1	53694_C01	Aggregatibacter segnis ATCC 33393	2022832	1959	1853	25
GCF_023035295.1	ASM2303529v1	Borrelia coriaceae	1787333	1763	1675	50
GCF_900476175.1	50648_D01	Mycoplasma putrefaciens	832598	736	693	4
GCF_900660685.1	57572_G01-3	Mycoplasmopsis columbina	776661	646	602	2
GCF_003285045.1	ASM328504v1	[Mycoplasma] anseris	750009	657	614	2
GCF_003955715.1	ASM395571v1	Streptomyces aquilus	10393987	9498	9231	169
GCF_017377395.1	ASM1737739v1	Desulfonema magnum	8027777	6135	6032	37
GCF_014621695.1	ASM1462169v1	Streptomyces xanthii	8354710	7606	7442	72
GCF_003074055.1	ASM307405v1	Streptomyces nigra	7641029	6985	6738	155
GCF_029223865.1	ASM2922386v1	Telluria mixta	7444617	6557	6361	81
GCF_015689335.1	ASM1568933v1	Massilia antarctica	7432405	6517	6314	86
GCF_002266435.3	ASM226643v3	Bradyrhizobium amphicarpaeae	7025930	6582	6499	26
GCF_017377355.1	ASM1737735v1	Desulfonema limicola	6908045	5900	5800	30
GCF_016313185.1	ASM1631318v1	Mycolicibacterium baixiangningiae	6181092	5926	5756	114
GCF_000993785.3	ASM99378v3	Streptomyces xiamenensis	5961402	5452	5232	143
GCF_025264645.1	ASM2526464v1	Edaphobacter lichenicola	5662239	4750	4670	24
GCF_009720625.1	ASM972062v1	Metabacillus sediminilitoris	5602542	5451	5118	148
GCF_036208045.1	ASM3620804v1	Thiorhodovibrio winogradskyi	5478625	5022	4825	139
GCF_004353845.1	ASM435384v1	Citrobacter arsenatis	5370228	5134	4949	69
GCF_014041935.1	ASM1404193v1	Gordonia jinghuaiqii	5184113	4641	4507	73
GCF_008000995.1	ASM800099v1	Ruania zhangjianzhongii	5105677	4709	4621	33
GCF_019645815.1	ASM1964581v1	Mycolicibacter heraklionensis	5061737	4688	4566	66
GCF_009911795.1	ASM991179v1	Pseudarthrobacter psychrotolerans	5170670	4932	4488	375
GCF_021484805.1	ASM2148480v1	Tellurirhabdus bombi	4941522	4201	4143	8
GCF_002863865.1	ASM286386v1	Ketobacter alkanivorans	4914503	4213	4123	33
GCF_003815775.1	ASM381577v1	Chryseobacterium joostei	4890621	4518	4397	10
GCF_003957745.1	ASM395774v1	Shewanella khirikhana	4858998	4287	4116	42
GCF_002896855.1	ASM289685v1	Clostridium thermosuccinogenes	4731216	4107	3977	55
GCF_018417475.1	ASM1841747v1	Novosphingobium decolorationis	4750375	4432	4254	104
GCF_017348915.1	ASM1734891v1	Leclercia pneumoniae	4395246	4273	4062	91
GCF_036488675.1	ASM3648867v1	Sinorhizobium chiapasense	6868315	6424	6179	178
GCF_007858975.2	ASM785897v2	Dickeya poaceiphila	4317154	3893	3710	79
GCF_003006155.1	ASM300615v1	Salinicola tamaricis	4276240	4450	3717	643
GCF_001305575.3	ASM130557v3	Beggiatoa leptomitoformis	4265317	3647	3552	35
GCF_010983895.1	ASM1098389v1	Nitrogeniibacter mangrovi	4236644	3970	3863	43
GCF_006385135.1	ASM638513v1	Paremcibacter congregatus	4189011	3698	3604	36
GCF_013376475.1	ASM1337647v1	Desulfolutivibrio sulfoxidireducens	4155851	3649	3562	26
GCF_038024105.1	ASM3802410v1	Polaribacter butkevichii	4079563	3452	3377	10
GCF_034120055.1	ASM3412005v1	Microbacterium rhizosphaerae	4057055	3682	3609	18
GCF_017488845.2	ASM1748884v2	Ensifer canadensis	8094229	7703	7313	310
GCF_016134045.1	ASM1613404v1	Pelagovum pacificum	4091934	4027	3960	11
GCF_016613535.2	ASM1661353v2	Lysobacter solisilvae	3933292	3486	3250	177
GCF_003008555.2	ASM300855v2	Pukyongiella litopenaei	4262966	4187	4053	86
GCF_003096075.1	ASM309607v1	Dietzia lutea	3911842	3685	3532	88
GCF_025917315.1	ASM2591731v1	Halomonas qaidamensis	3818310	3466	3370	13
GCF_003367315.1	ASM336731v1	Saccharospirillum mangrovi	3686911	3467	3394	5
GCF_003240565.2	ASM324056v2	Rhizobium tumorigenes	5977727	5652	5422	161
GCF_019722725.1	ASM1972272v1	Vreelandella profundi	3643760	3352	3253	19
GCF_008247605.1	ASM824760v1	Kushneria phosphatilytica	3624619	3382	3291	11
GCF_022809775.1	ASM2280977v1	Pseudodesulfovibrio tunisiensis	3609901	3406	3285	45
GCF_022814725.1	ASM2281472v1	Bdellovibrio reynosensis	3582323	3340	3294	3
GCF_003991135.1	ASM399113v1	Anoxybacter fermentans	3557532	3271	3103	55
GCF_012295615.1	ASM1229561v1	Bermanella marisrubri	3550395	3304	3241	2
GCF_010681825.2	ASM1068182v2	Sulfuriroseicoccus oceanibius	3496488	2849	2769	9
GCF_013284055.1	ASM1328405v1	Deefgea piscis	3428786	3209	3080	20
GCF_028869115.1	ASM2886911v1	Pseudemcibacter aquimaris	3369470	3164	3105	12
GCF_005377625.1	ASM537762v1	Desulfoglaeba alkanexedens ALDC	3365583	3030	2915	58
GCF_006542665.1	Acom_1.0	Alistipes communis	3301347	2734	2652	24
GCF_004014855.1	ASM401485v1	Apibacter raozihei	3293048	2938	2879	4
GCF_024347495.1	ASM2434749v1	Vibrio gallaecicus	5126655	4571	4346	45
GCF_015277895.1	ASM1527789v1	Microbacterium abyssi	3267287	3169	3103	11
GCF_024347655.1	ASM2434765v1	Vibrio toranzoniae	4605952	4124	3900	49
GCF_021952865.1	ASM2195286v1	Clavibacter californiensis	3243492	3092	3020	18
GCF_030296755.1	ASM3029675v1	Methylophaga marina	3106976	3146	2955	134
GCF_021922925.1	ASM2192292v1	Clavibacter phaseoli	3226754	3095	3028	13
GCF_009910365.1	ASM991036v1	Aequoribacter fuscus	3095392	2839	2774	14
GCF_003999255.1	ASM399925v1	Caldicellulosiruptor changbaiensis	2905633	2854	2736	59
GCF_004014775.2	ASM401477v2	Acetobacter oryzoeni	3153180	2961	2814	74
GCF_901482605.1	45532_E01	Hathewaya histolytica	2740791	2692	2553	14
GCF_030406725.1	ASM3040672v1	Alteriqipengyuania flavescens	2719067	2779	2692	36
GCF_003718735.1	ASM371873v1	Staphylococcus debuckii	2691850	2614	2488	42
GCF_014041995.1	ASM1404199v1	Changpingibacter yushuensis	2661583	2299	2209	29
GCF_022749515.1	ASM2274951v1	Morococcus cerebrosus	2574276	2453	2278	99
GCF_010537335.1	ASM1053733v1	Amedibacterium intestinale	2488096	2468	2363	18
GCF_009026825.1	ASM902682v1	Corynebacterium urogenitale	2351892	2089	1998	31
GCF_016028775.1	ASM1602877v1	Moraxella nonliquefaciens	2343743	2244	2140	40
GCF_017945865.1	ASM1794586v1	Xiamenia xianingshaonis	2263463	1707	1646	2
GCF_011455875.1	ASM1145587v1	Basfia succiniciproducens	2253194	2099	2001	18
GCF_011455495.1	ASM1145549v1	Frederiksenia canicola	2136304	2047	1956	13
GCF_008369785.1	ASM836978v1	Francisella marina	2062281	2026	1961	12
GCF_003627135.1	ASM362713v1	Streptococcus koreensis	2009598	1935	1831	28
GCF_013315815.1	ASM1331581v1	Caproicibacterium lactatifermentans	1989979	1947	1852	28
GCF_013201895.1	ASM1320189v1	Campylobacter blaseri	1891678	1890	1814	22
GCF_012317585.1	ASM1231758v1	Thermosulfurimonas marina	1763258	1845	1782	9
GCF_004102045.2	ASM410204v2	Oenococcus sicerae	1664394	1701	1629	16
GCF_037482225.1	ASM3748222v1	[Mycoplasma] gypis	833262	702	660	2
GCF_024498255.1	ASM2449825v1	Mycoplasmopsis equigenitalium	806532	714	671	4
GCF_003855455.1	ASM385545v1	Mycoplasma struthionis	737591	703	654	3
GCF_008704855.1	ASM870485v1	Streptomyces platensis	8501012	7469	7176	203
GCF_025149125.1	ASM2514912v1	[Clostridium] asparagiforme DSM 15981	6353279	5725	5589	50
GCF_019645835.1	ASM1964583v1	Mycolicibacterium holsaticum DSM 44478 = JCM 12374	5623714	5366	5244	66
GCF_019670105.1	ASM1967010v1	Agarivorans albus	4792255	4342	4215	6
GCF_013282725.1	ASM1328272v1	Yersinia mollaretii ATCC 43969	4603534	4121	3941	67
GCF_900478165.1	48290_A02	Lederbergia lenta	4384366	4177	4023	37
GCF_020792675.1	ASM2079267v1	Brachybacterium halotolerans subsp. kimchii	4101974	3690	3608	20
GCF_024346755.1	ASM2434675v1	Vibrio aerogenes	5368019	4713	4532	72
GCF_003019675.1	ASM301967v1	Fusobacterium ulcerans	3537675	3309	3209	18
GCF_900637975.1	53550_F01	Actinomyces viscosus	3491241	2963	2822	79
GCF_900637295.1	50477_G01	Actinomyces slackii	3220508	2667	2578	26
GCF_900637575.1	52006_A02	Slackia heliotrinireducens	3166158	2818	2748	12
GCF_024346835.1	ASM2434683v1	Vibrio comitans	4517303	4036	3877	25
GCF_003346775.1	ASM334677v1	Malaciobacter mytili LMG 24559	3037595	3011	2923	4
GCF_024346935.1	ASM2434693v1	Vibrio inusitatus	4414459	3940	3779	28
GCF_016028735.1	ASM1602873v1	Oligella ureolytica	2832856	2723	2582	85
GCF_002218045.2	ASM221804v2	Vibrio rumoiensis	4207152	3844	3623	101
GCF_900475835.1	45232_G01	Jonesia denitrificans	2749647	2575	2483	18
GCF_900637305.1	50618_F02	Cardiobacterium hominis	2670755	2564	2465	35
GCF_022870945.1	ASM2287094v1	Vitreoscilla stercoraria	2661781	2624	2468	40
GCF_014055025.1	ASM1405502v1	Neisseria bacilliformis	2492712	2452	2334	43
GCF_014054985.1	ASM1405498v1	Kingella oralis	2420532	2638	2537	29
GCF_024453815.1	ASM2445381v1	Corynebacterium pseudogenitalium	2389603	2242	2159	14
GCF_900637795.1	52592_H02	Weeksella virosa	2287133	2194	2097	17
GCF_900638685.1	58882_C02	Neisseria weaveri	2238481	2101	2010	20
GCF_007475525.1	ASM747552v1	Methylacidiphilum kamchatkense Kam1	2202032	2124	2040	32
GCF_900637075.1	48128_D02	Streptococcus pseudoporcinus	2156061	2093	1940	64
GCF_008327825.1	ASM832782v1	Leptotrichia shahii	2161166	2039	1961	14
GCF_900475885.1	49595_C01	Haemophilus aegyptius	1993258	2045	1880	86
GCF_003355515.1	ASM335551v1	Aliarcobacter trophiarum LMG 25534	1915613	1977	1911	1
GCF_900660745.1	57728_G01-3	Haploplasma axanthum	1883099	1782	1727	8
GCF_900475025.1	41906_G01	Streptococcus ferus	1872314	1905	1787	35
GCF_003019695.1	ASM301969v1	Fusobacterium gonidiaformans ATCC 25563	1678881	1671	1588	12
GCF_002865545.1	ASM286554v1	Spiroplasma monobiae MQ-1	891575	849	812	2
GCF_900660715.1	57675_H02-3	Metamycoplasma arthritidis	806209	649	606	4
GCF_026965555.1	ASM2696555v1	Nannocystis poenicansa	13228663	10193	10074	19
GCF_005144635.2	ASM514463v2	Polyangium aurulentum	12320079	9670	9573	18
GCF_033097365.1	ASM3309736v1	Actinoplanes sichuanensis	12144028	11135	10892	145
GCF_019904175.1	ASM1990417v1	Dactylosporangium vinaceum	11959907	10781	10558	134
GCF_017498545.1	ASM1749854v1	Sulfidibacter corallicola	11786365	6977	6895	12
GCF_004208415.1	ASM420841v1	Ktedonosporobacter rubrisoli	11340617	9768	9630	68
GCF_009497075.1	ASM949707v1	Nonomuraea phyllanthi	11273186	10353	10182	93
GCF_016598615.1	ASM1659861v1	Streptomyces liliifuscus	11347200	10003	9748	161
GCF_009498035.1	ASM949803v1	Saccharothrix syringae	10929570	9409	9208	132
GCF_030285665.1	ASM3028566v1	Amycolatopsis mongoliensis	10811244	10278	10059	149
GCF_003963535.1	ASM396353v1	Streptomyces cyaneochromogenes	10677137	9553	9125	336
GCF_025137375.1	ASM2513737v1	Dactylosporangium fulvum	10494953	9652	9440	131
GCF_028622115.1	ASM2862211v1	Kutzneria chonburiensis	10411187	9696	9424	202
GCF_035918295.1	ASM3591829v1	Amycolatopsis rhabdoformis	10405981	9689	9531	81
GCF_008087625.1	ASM808762v1	Aquisphaera giovannonii	10526296	7825	7678	41
GCF_018069625.1	ASM1806962v1	Streptomyces yatensis	10360357	8684	8388	210
GCF_019599145.1	ASM1959914v1	Streptomyces akebiae	10549378	9124	8717	316
GCF_011764565.1	ASM1176456v1	Phytohabitans suffuscus	10148719	9154	8367	726
GCF_008704495.1	ASM870449v1	Streptomyces kanamyceticus	10133897	8784	8529	166
GCF_009184865.1	ASM918486v1	Streptomyces phaeolivaceus	10175440	9092	8613	390
GCF_022385335.1	ASM2238533v1	Streptomyces deccanensis	10101518	8889	8620	178
GCF_015160855.1	ASM1516085v1	Streptomyces ferrugineus	9959088	8984	8643	251
GCF_014489635.1	ASM1448963v1	Streptomyces roseirectus	9947447	8632	8361	179
GCF_018324205.1	ASM1832420v1	Actinoplanes ianthinogenes	9897806	9101	8910	89
GCF_013128195.2	ASM1312819v2	Frigoriglobus tundricola	9857393	8081	7912	65
GCF_020616555.1	ASM2061655v1	Streptomyces longhuiensis	10018810	9208	8846	269
GCF_030252345.1	ASM3025234v1	Actinoplanes oblitus	9807870	8773	8591	89
GCF_011516645.4	ASM1151664v4	Bradyrhizobium septentrionale	10410654	9982	9369	544
GCF_009796285.1	ASM979628v1	Streptomyces broussonetiae	9735779	9014	8478	445
GCF_023498005.1	ASM2349800v1	Streptomyces durmitorensis	9862620	8704	8438	176
GCF_027270315.1	ASM2727031v1	Streptomyces cinnabarinus	9621721	8670	8405	172
GCF_011764545.1	ASM1176454v1	Phytohabitans flavus	9607004	8817	8050	685
GCF_007751035.1	ASM775103v1	Lignipirellula cremea	9565229	7155	6991	35
GCF_015277775.1	ASM1527777v1	Paludibaculum fermentans	9532094	7552	7471	20
GCF_008254045.1	ASM825404v1	Limnoglobus roseus	9378099	8149	7969	86
GCF_031593255.1	ASM3159325v1	Streptomyces janthinus	9451924	8689	8323	273
GCF_004114935.1	ASM411493v1	Bradyrhizobium zhanjiangense	9342022	8814	8385	372
GCF_008705135.1	ASM870513v1	Streptomyces coeruleorubidus	9335698	8499	8179	229
GCF_003261055.1	ASM326105v1	Streptomyces cadmiisoli	10239272	8904	8562	250
GCF_023277745.1	ASM2327774v1	Streptomyces halobius	9239126	8403	7793	518
GCF_003312875.1	ASM331287v1	Amycolatopsis albispora	9121443	8537	8394	78
GCF_032397745.1	ASM3239774v1	Bradyrhizobium prioritasuperba	9083454	8444	8296	89
GCF_025642135.1	ASM2564213v1	Streptomyces cynarae	9362607	8523	7828	604
GCF_007747655.1	ASM774765v1	Anatilimnocola aggregata	9007740	6887	6778	26
GCF_019222765.1	ASM1922276v1	Nocardia iowensis	8948074	8280	8133	81
GCF_019175365.1	ASM1917536v1	Actinomadura graeca	8979594	7926	7757	83
GCF_011604685.1	ASM1160468v1	Spirosoma aureum	8898242	7151	7049	43
GCF_009498275.1	ASM949827v1	Streptomyces fagopyri	8880330	7722	7429	198
GCF_004803895.1	ASM480389v1	Streptomyces hawaiiensis	8876928	8184	7715	379
GCF_014117325.1	ASM1411732v1	Spirosoma foliorum	8853064	7472	7317	100
GCF_017068395.1	ASM1706839v1	Rhodococcus pseudokoreensis	9866560	9085	8798	222
GCF_019880305.1	ASM1988030v1	Streptomyces decoyicus	8632952	7643	7282	270
GCF_021441825.1	ASM2144182v1	Streptomyces spinosirectus	8624193	7930	7713	123
GCF_032395985.1	ASM3239598v1	Paraflavitalea speifideiaquila	8543337	11754	11222	469
GCF_007741535.1	ASM774153v1	Rubripirellula lacrimiformis	8542491	6087	5994	39
GCF_002946835.1	ASM294683v1	Streptomyces dengpaensis	8710171	8144	7606	443
GCF_003344965.1	ASM334496v1	Streptomyces paludis	8454852	7173	6960	125
GCF_003555545.1	ASM355554v1	Paraflavitalea soli	8443189	6482	6415	4
GCF_007752135.1	ASM775213v1	Aureliella helgolandensis	8439957	6020	5902	35
GCF_014295035.1	ASM1429503v1	Streptomyces buecherae	8416829	6697	6444	164
GCF_003054555.1	ASM305455v1	Streptomyces lunaelactis	8570191	7821	7366	366
GCF_001693515.2	ASM169351v2	Bradyrhizobium paxllaeri	8377719	7921	7640	194
